"storyTitle","issueNum","publicationDate","principleCharacters","creators","description","value","publisher","series","volumeNum","grade","slabbed","signatures","authenticated"
"Joker War: Collateral Damage - Part 2","49B","Sep 22, 2020","","Cecil Castellucci | Robbi Rodriguez","Variant Mirka Andolfo Cover","0.0","DC Comics","Batgirl, Vol. 5","0","","","",""
"Joker War: Collateral Damage - Little Wonders/Stay Centered/Game Night","50B","Oct 27, 2020","","Cecil Castellucci | Marguerite Sauvage | Aneke Aneke","Variant Terry Dodson and Rachel Dodson Cover","0.0","DC Comics","Batgirl, Vol. 5","0","","","",""
"Endgame - The Battle For The Burnside Bridge","1","Mar 18, 2015","","Brenden Fletcher | Cameron Stewart | Bengal Amari","Regular Cover","0.0","DC Comics","Batgirl: Endgame","0","","","",""
"Futures End - Futures End, Darker in the Soul","1A","Sep 10, 2014","","Gail Simone | Javier Garrón","3D Cover","0.0","DC Comics","Batgirl: Futures End","0","","","",""
"Going Bats","2","May 11, 2021","","Sholly Fisch | Randy Elliott","","0.0","DC Comics","The Batman & Scooby-Doo! Mysteries","0","","","",""
"Ghost on the Water","8","Nov 09, 2021","","Ivan Cohen | Dario Brizuela","","0.0","DC Comics","The Batman & Scooby-Doo! Mysteries","0","","","",""
"The Riddler's Ruse, Part 1: Mirth From Above","1A","Jul 17, 2013","","Jeff Parker | Jonathan Case","Michael Allred Regular Cover","0.0","DC Comics","Batman '66","0","","","",""
"Emperor Penguin","2A","Aug 21, 2013","","Jeff Parker | Ty Templeton | Jonathan Case","Michael Allred Regular Cover","0.0","DC Comics","Batman '66","0","","","",""
"The Joker Sees Red/Scrambled Eggs","3A","Sep 18, 2013","","Jeff Parker | Sandy Jarrell | Joe Quinones","","0.0","DC Comics","Batman '66","0","","","",""
"The Hatter Takes The Crown / The Clock King Strikes","4A","Oct 16, 2013","","Jeff Parker | Sandy Jarrell | Jonathan Case","","0.0","DC Comics","Batman '66","0","","","",""
"The Sandman Says Good Night","5A","Nov 20, 2013","","Jeff Parker | Colleen Coover | Ruben Procopio","","0.0","DC Comics","Batman '66","0","","","",""
"The Conqueror Bookworm/Queen Of Cossacks","6A","Dec 18, 2013","","Tom Peyer | Jeff Parker | Ted Naifeh","","0.0","DC Comics","Batman '66","0","","","",""
"The Bat & The Cat, Chapter II: Up on the Housetop","2C","Jan 19, 2021","","Thomas King | Clay Mann","Variant Travis Charest Cover","0.0","DC Comics","Batman / Catwoman","0","","","",""
"The Bat & The Cat, Chapter II: Up on the Housetop","2C","Jan 19, 2021","","Thomas King | Clay Mann","Variant Travis Charest Cover","0.0","DC Comics","Batman / Catwoman","0","","","",""
"The Bat & The Cat, Hark! The Herald Angels Sing","4B","Mar 16, 2021","","Thomas King | Clay Mann","Jim Lee Variant Cover","0.0","DC Comics","Batman / Catwoman","0","","","",""
"Jingle Bells","5B","Jun 01, 2021","","Thomas King | Clay Mann","Jim Lee Variant Cover","0.0","DC Comics","Batman / Catwoman","0","","","",""
"Chapter VIII: We Wish You A Merry Christmas","8A","Oct 19, 2021","","Thomas King | Liam Sharp","Regular Clay Mann Cover","0.0","DC Comics","Batman / Catwoman","0","","","",""
"Judgment On Gotham","1","1991","","John Wagner | Alan Grant | Simon Bisley","","0.0","DC Comics","Batman / Judge Dredd: Judgment on Gotham","0","","","",""
"Lake Of Fire","1","1994","","Denny O'Neil | Barry Kitson | James Dean Pascoe","First Printing","0.0","DC Comics and Marvel Comics","Batman / Punisher: Lake of Fire","0","","","",""
"Cross World, Cross World","1A","Jun 26, 2013","","Gregory Pak | Ben Oliver | Jae Lee","Jae Lee Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Cross World, Doubletime","2A","Jul 24, 2013","","Gregory Pak | Jae Lee","Jae Lee Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Cross World, Tales Of Doom","3.1A","Sep 25, 2013","","Gregory Pak | Brett Booth | Norm Rapmund","3D Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Cross World, Split Screen","3A","Aug 28, 2013","","Gregory Pak | Jae Lee | Yildiray Cinar","Jae Lee Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Cross World, Refracted","4A","Oct 02, 2013","","Gregory Pak | Ben Oliver | Jae Lee","Jae Lee Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Game Over","5A","Nov 06, 2013","","Gregory Pak | Brett Booth | Norm Rapmund","Regular Cover - Brett Booth","0.0","DC Comics","Batman / Superman","0","","","",""
"Boss Fight","6A","Dec 04, 2013","","Gregory Pak | Brett Booth | Norm Rapmund","Regular Cover - Brett Booth","0.0","DC Comics","Batman / Superman","0","","","",""
"Endgame","7A","Jan 08, 2014","","Gregory Pak | Brett Booth | Norm Rapmund","Regular Cover - Brett Booth","0.0","DC Comics","Batman / Superman","0","","","",""
"First Contact - First Contact, Part 1","8A","Feb 05, 2014","","Gregory Pak | Jae Lee","Regular Cover - Jae Lee & June Chung","0.0","DC Comics","Batman / Superman","0","","","",""
"First Contact - First Contact, Part 3","9A","Apr 23, 2014","","Gregory Pak | Jae Lee","Jae Lee Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Enter the Microverse","10A","May 07, 2014","","Jeff Lemire | Karl Kerschl | Scott Hepburn","Regular Cover - Cameron Stewart","0.0","DC Comics","Batman / Superman","0","","","",""
"[Infected]","11A","May 21, 2014","","Gregory Pak | Karl Kerschl | Tom Derenick","Regular Cover - Jae Lee","0.0","DC Comics","Batman / Superman","0","","","",""
"Second Chance","12A","Jun 18, 2014","","Gregory Pak | Tom Raney | Ken Lashley","Regular Cover - Jae Lee","0.0","DC Comics","Batman / Superman","0","","","",""
"Second Chance","12C","Jun 18, 2014","","Gregory Pak | Tom Raney | Ken Lashley","Bomb Shell Variant","0.0","DC Comics","Batman / Superman","0","","","",""
"Eye Of Satanus","13A","Sep 03, 2014","","Gregory Pak | Jae Lee","Batman 75th Anniversary Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Blank Slate","14A","Oct 01, 2014","","Gregory Pak | Diogenes Neves | Marc Deering","Regular Cover - Jae Lee","0.0","DC Comics","Batman / Superman","0","","","",""
"Forget-Me-Not","15A","Oct 15, 2014","","Gregory Pak | Pascal Alixe | Diogenes Neves","Regular Cover - Jae Lee","0.0","DC Comics","Batman / Superman","0","","","",""
"Forget-Me-Not","15B","Oct 15, 2014","","Gregory Pak | Pascal Alixe | Marc Deering","Monsters of the Month Variant Cover - Jon Bogdanove","0.0","DC Comics","Batman / Superman","0","","","",""
"The Nemesis Objective, Superman's Joker","16A","Nov 19, 2014","","Gregory Pak | Ardian Syaf | Sandra Hope","Regular Cover - Adrian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Deathwatch","17A","Dec 17, 2014","","Gregory Pak | Ardian Syaf | Sandra Hope","Regular Cover - Ardian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Sacrifice","18A","Jan 21, 2015","","Gregory Pak | Ardian Syaf | Sandra Hope","Regular Cover - Ardian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Phantoms","19A","Feb 18, 2015","","Gregory Pak | Ardian Syaf | Don Ho","Regular Cover - Ardian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Family Matters","20A","Mar 18, 2015","","Gregory Pak | Ardian Syaf | Mark Morales","Regular Cover - Ardian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Truth, Truth Hurts","21A","Jun 10, 2015","","Gregory Pak | Ardian Syaf | Vicente Cifuentes","Regular Cover - Ardian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Truth ","22A","Jul 08, 2015","","Gregory Pak | Ardian Syaf | Vicente Cifuentes","Regular Cover - Adrian Syaf","0.0","DC Comics","Batman / Superman","0","","","",""
"Truth Hurts","23A","Aug 12, 2015","","Gregory Pak | Vicente Cifuentes | Ardian Syaf","Ardian Syaf Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Truth - Truth Hurts, Turth Hurts","24A","Sep 09, 2015","","Gregory Pak | Howard Porter | Yildiray Cinar","","0.0","DC Comics","Batman / Superman","0","","","",""
"Savage Hunt, Part 1","25A","Oct 14, 2015","","Gregory Pak | Cliff Richards","Francis Manapul Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Teamwork","26A","Nov 11, 2015","","Gregory Pak | Cliff Richards | Ardian Syaf","Cary Nord Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"Universe's Finest","28A","Jan 13, 2016","","Thomas Taylor | Robson Rocha | Norm Rapmund","Yanick Paquette Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"The Lost Kryptonian","29A","Feb 10, 2016","","Thomas Taylor | Robson Rocha | Julio Ferreira","","0.0","DC Comics","Batman / Superman","0","","","",""
"Universe's Finest, Part 3","30A","Mar 09, 2016","","Thomas Taylor | Robson Rocha | Jay Leisten","Regular Yanick Paquette Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"The Final Days of Superman, Part 2: Dark Discovery","31A","Apr 13, 2016","","Peter J. Tomasi | Doug Mahnke | Jaime Mendoza","Yanick Paquette Regular Cover","0.0","DC Comics","Batman / Superman","0","","","",""
"The Final Days of Superman, Part 5: Omen of Death","32","May 04, 2016","","Peter J. Tomasi | Doug Mahnke | Tom Nguyen","","0.0","DC Comics","Batman / Superman","0","","","",""
"Arena","1","Mar 05, 2014","","Gregory Pak | Philip Tan | Jae Lee","","0.0","DC Comics","Batman / Superman Annual","0","","","",""
"Who Are The Secret Six?","1B","Aug 28, 2019","","Joshua Williamson | David Marquez","Superman Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Who are the Secret Six?, Part Two","2A","Sep 25, 2019","","Joshua Williamson | David Marquez","Regular David Marquez Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Who are the Secret Six?, Part 4","4A","Nov 20, 2019","","Joshua Williamson | David Marquez","Regular Emanuela Lupacchino Acetate Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Who are the Secret Six?, Conclusion","5A","Dec 18, 2019","","Joshua Williamson | David Marquez","Regular David Marquez Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Infection Aftermath","6A","Jan 22, 2020","","Joshua Williamson | David Marquez","Regular David Marquez Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"The Kandor Compromise, The Kandor Compromise Part 1","7A","Feb 26, 2020","","Joshua Williamson | Nick Derington","Regular Nick Derington Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"The Kandor Compromise, Part 2","8A","Mar 25, 2020","","Joshua Williamson | Nick Derington","Regular Nick Derington Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Atomic, Part One","9A","Jun 03, 2020","","Joshua Williamson | Clayton Henry","Regular Clayton Henry Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Atomic, Conclusion","11B","Aug 26, 2020","","Joshua Williamson | Clayton Henry","Variant Jae Lee Card Stock Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Planet Brainiac, Planet Brainiac Part One","12A","Sep 22, 2020","","Joshua Williamson | Max Raynor","Regular David Marquez Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Planet Brainiac, Planet Brainiac Part Two","13A","Oct 27, 2020","","Joshua Williamson | Max Raynor","David Marquez Regular Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Planet Brainiac, Part Three","14A","Nov 24, 2020","","Joshua Williamson | Max Raynor","Regular David Marquez Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Snow Fight","15A","Dec 22, 2020","","Joshua Williamson | Andrei Bressan","Cvr A David Marquez","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"The World Of Tomorrow / The World Of The Knight","16A","Mar 23, 2021","","Gene Luen Yang | Ivan Reis | Danny Miki","","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Worlds Collide!","17A","Apr 27, 2021","","Gene Luen Yang | Ivan Reis | Danny Miki","Regular Ivan Reis & Danny Miki Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Worlds Apart!","18A","May 25, 2021","","Gene Luen Yang | Ivan Reis | José Luis","Ivan Reis Regular Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Worlds Saved","21A","Aug 24, 2021","","Gene Luen Yang | Ivan Reis | Danny K. Miki","Regular Rodolfo Migliari Cover","0.0","DC Comics","Batman / Superman, Vol. 2","0","","","",""
"Freestyle Imp Battle","1","Sep 29, 2020","","Joshua Williamson | Dale Eaglesham | Clayton Henry","","0.0","DC Comics","Batman / Superman, Vol. 2 Annual","0","","","",""
"The World of the Knight! / The World of Tomorrow","1A","Aug 31, 2021","","Gene Luen Yang | Francesco Francavilla | Paul Pelletier","Bryan Hitch Regular Cover","0.0","DC Comics","Batman / Superman, Vol. 2 Annual","0","","","",""
"Undone","1A","Sep 17, 2014","","Gregory Pak | Cliff Richards | Jackson Herbert","3D Cover","0.0","DC Comics","Batman / Superman: Futures End","0","","","",""
"Knights in A Half Shell","1A","Dec 09, 2015","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles","0","","","",""
"Last Turtle Standing","2A","Jan 13, 2016","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles","0","","","",""
"...Totally Awesome Team-Up!","3A","Feb 10, 2016","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles","0","","","",""
"New Friends, Old Ghosts","4A","Mar 09, 2016","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles","0","","","",""
"Deadly Mutant Arkham Inmates","5A","Apr 13, 2016","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles","0","","","",""
"The Way Home","6A","May 11, 2016","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles","0","","","",""
"Teenage Mutant Ninja Turtles / Batman - The Face Of Two Worlds","1A","Nov 09, 2016","","Matthew K. Manning | Jon Sommariva | Sean Parsons","","0.0","DC Comics / IDW Publishing","Batman / Teenage Mutant Ninja Turtles Adventures","0","","","",""
"The Clown And The Clan","2A","Dec 14, 2016","","Matthew K. Manning | Jon Sommariva | Sean Parsons","Regular Jon Sommariva Cover","0.0","DC Comics / IDW Publishing","Batman / Teenage Mutant Ninja Turtles Adventures","0","","","",""
"Greener on the Other Side","3A","Jan 25, 2017","","Matthew K. Manning | Jon Sommariva | Sean Parsons","Regular Jon Sommariva Cover","0.0","IDW Publishing","Batman / Teenage Mutant Ninja Turtles Adventures","0","","","",""
"To Laugh So Not To Cry","4A","Feb 15, 2017","","Matthew K. Manning | Jon Sommariva | Sean Parsons","Regular Jon Sommariva Cover","0.0","DC Comics / IDW Publishing","Batman / Teenage Mutant Ninja Turtles Adventures","0","","","",""
"The Terror Of The Kraang","6A","May 10, 2017","","Matthew K. Manning | Jon Sommariva | Sean Parsons","Regular Jon Sommariva Cover","0.0","IDW Publishing","Batman / Teenage Mutant Ninja Turtles Adventures","0","","","",""
"Part 2","2A","Jun 05, 2019","","James Tynion, IV | Kevin Eastman | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles III","0","","","",""
"Crisis in a Half Shell, Part Three","3A","Jul 03, 2019","","James Tynion, IV | Kevin Eastman | Freddie E. Williams, II","Regular Freddie E. Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles III","0","","","",""
"Crisis in a Half Shell, Part 4","4A","Aug 07, 2019","","James Tynion, IV | Freddie E. Williams, II","Regular Freddie E Williams II Cover","0.0","DC Comics","Batman / Teenage Mutant Ninja Turtles III","0","","","",""
"Batman / The Shadow, Part 1","1B","Apr 26, 2017","","Scott Snyder | Steve Orlando | Riley Rossmo","Tim Sale & Brennan Wagner Retailer Incentive Cover","0.0","DC / Dyamite","Batman / The Shadow","0","","","",""
"Batman / The Shadow, Part 2","2C","May 24, 2017","","Riley Rossmo","Chris Burnham & Nathan Fairbairn Retailer Incentive Cover","0.0","DC / Dyamite","Batman / The Shadow","0","","","",""
"Batman / The Shadow, Part 3","3B","Jun 28, 2017","","Scott Snyder | Steve Orlando | Riley Rossmo","Eduardo Risso Retailer Incentive Cover","0.0","DC / Dyamite","Batman / The Shadow","0","","","",""
"Batman / The Shadow, Part 4","4B","Jul 26, 2017","","Scott Snyder | Steve Orlando | Riley Rossmo","Tim Sale & Brennan Wagner Retailer Incentive Cover","0.0","DC / Dyamite","Batman / The Shadow","0","","","",""
"Batman / The Shadow, Part 5","5C","Aug 23, 2017","","Riley Rossmo","Francesco Mattina Retailer Incentive Cover","0.0","DC / Dyamite","Batman / The Shadow","0","","","",""
"Batman / The Shadow, Part 6","6B","Sep 27, 2017","","Scott Snyder | Steve Orlando | Riley Rossmo","Jock (Mark Simpson) Retailer Incentive Cover","0.0","DC / Dyamite","Batman / The Shadow","0","","","",""
"Public Enemy","14","Oct 05, 1993","","Kelley Puckett | Mike Parobeck | Rick Burchett","","0.0","DC Comics","Batman Adventures, Vol. 1","0","","","",""
"Batman Impossible","1","Jan 30, 2013","","Peter J. Tomasi | Ardian Syaf | Vicente Cifuentes","","0.0","DC Comics","Batman and Robin Annual","0","","","",""
"Someday Never Comes","0","Sep 12, 2012","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Born To Kill","1A","Sep 14, 2011","","Peter J. Tomasi | Patrick Gleason | Mick Gray","Patrick Gleason Regular Cover","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Born To Kill","1B","Sep 14, 2011","","Peter J. Tomasi | Patrick Gleason | Mick Gray","2nd Printing Variant Cover","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Bad Blood","2","Oct 12, 2011","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Knightmoves","3","Nov 09, 2011","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Mutineer","5","Jan 11, 2012","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"The Real Me","6","Feb 08, 2012","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Driven","7","Mar 14, 2012","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Black Dawn","8","Apr 11, 2012","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Night of the Owls - Robin Hears A Hoo","9","May 09, 2012","","Peter J. Tomasi | Andy Clarke | Lee Garbett","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
"Terminus, Scar Of The Bat","10","Jun 13, 2012","","Peter J. Tomasi | Patrick Gleason | Mick Gray","","0.0","DC Comics","Batman and Robin, Vol. 2","0","","","",""
